t_s,mad,rel_pct_of_level,mean_level,p99_abs_diff,pct_pixels_changed
35.7333,0.1411,3.5355,3.99,3.00,0.31
35.7667,0.1632,4.1102,3.97,3.00,0.48
35.8000,0.2109,5.3252,3.96,3.00,0.51
35.8333,0.2339,5.9171,3.95,4.00,0.76
35.8667,0.2281,5.7899,3.94,4.00,0.73
35.9000,0.2380,6.0778,3.92,4.00,0.93
35.9333,0.2901,7.4395,3.90,4.00,0.97
35.9667,0.3073,7.8894,3.90,5.00,1.17
36.0000,0.3016,7.7558,3.89,4.00,0.94
36.0333,0.3803,9.8489,3.86,6.00,1.52
36.0667,0.3559,9.2986,3.83,5.00,1.23
36.1000,0.4513,11.8040,3.82,7.00,2.10
36.1333,0.4364,11.4756,3.80,6.00,1.70
36.1667,0.4936,13.0637,3.78,7.00,1.97
36.2000,0.4819,12.7383,3.78,7.00,1.62
36.2333,0.5180,13.7201,3.78,8.00,2.06
36.2667,0.5321,14.1617,3.76,8.00,2.07
36.3000,0.5304,14.1858,3.74,8.00,1.88
36.3333,0.5249,14.1027,3.72,7.00,1.75
36.3667,0.5440,14.7172,3.70,8.00,2.10
36.4000,0.5261,14.7188,3.57,8.00,2.28
36.4333,0.5453,16.3535,3.33,10.00,2.60
36.4667,0.5015,16.4714,3.04,9.00,3.12
36.5000,0.4909,17.9501,2.73,9.00,3.22
36.5333,0.4290,17.8074,2.41,9.00,3.15
36.5667,0.4446,21.5038,2.07,9.00,3.34
36.6000,0.3251,18.5322,1.75,7.00,2.74
36.6333,0.3508,23.9203,1.47,8.00,3.09
36.6667,0.3076,26.4786,1.16,7.00,2.67
36.7000,0.3436,34.3646,0.85,7.00,3.02
36.7333,0.2719,27.1927,0.55,7.00,2.64
36.7667,0.3062,30.6215,0.26,7.00,3.19
36.8000,0.0405,4.0469,0.09,2.00,0.40
36.8333,0.0010,0.1042,0.07,0.00,0.00
36.8667,0.0000,0.0000,0.07,0.00,0.00
36.9000,0.0000,0.0017,0.07,0.00,0.00
36.9333,0.0000,0.0017,0.07,0.00,0.00
36.9667,0.0000,0.0000,0.07,0.00,0.00
37.0000,0.0000,0.0000,0.07,0.00,0.00
37.0333,0.0000,0.0017,0.07,0.00,0.00
37.0667,0.0000,0.0017,0.07,0.00,0.00
37.1000,0.0000,0.0000,0.07,0.00,0.00
37.1333,0.0000,0.0000,0.07,0.00,0.00
37.1667,0.0000,0.0017,0.07,0.00,0.00
37.2000,0.0000,0.0017,0.07,0.00,0.00
37.2333,0.0000,0.0000,0.07,0.00,0.00
37.2667,0.0000,0.0000,0.07,0.00,0.00
37.3000,0.0000,0.0017,0.07,0.00,0.00
37.3333,0.0000,0.0017,0.07,0.00,0.00
37.3667,0.0000,0.0000,0.07,0.00,0.00
37.4000,0.0000,0.0000,0.07,0.00,0.00
37.4333,0.0000,0.0017,0.07,0.00,0.00
37.4667,0.0000,0.0017,0.07,0.00,0.00
37.5000,0.0000,0.0000,0.07,0.00,0.00
37.5333,0.0000,0.0000,0.07,0.00,0.00
37.5667,0.0000,0.0017,0.07,0.00,0.00
37.6000,0.0677,6.7726,0.03,3.00,0.56
37.6333,0.0000,0.0000,0.00,0.00,0.00
37.6667,184.8479,200.0000,92.42,254.00,100.00
